,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
2431,Pep Saul,6,1950,1955,1924-02-16,West Orange,New Jersey,Seton Hall University,10th overall,1st round,Rochester Royals,1949
2432,Ben Scharnus,2,1947,1949,1917-12-11,Newark,New Jersey,Seton Hall University,,,,
2433,Herb Scherer,2,1951,1952,1928-12-21,Maplewood,New Jersey,Long Island University,1950 NBA Draft,2nd roun,New York Knicks,
2434,James Scott,1,1997,1997,1972-06-06,Paterson,New Jersey,St. John's University,,,,
2435,Connie Simmons,10,1947,1956,1925-03-15,Newark,New Jersey,,,,,
2436,Chris Smith,1,2014,2014,1987-10-13,Millstone Township,New Jersey,"Manhattan College, University of Louisville",,,,
2437,JR Smith,16,2005,2020,1985-09-09,Freehold,New Jersey,,18th overall,1st round,New Orleans Hornets,2004
2438,Jim Spanarkel,5,1980,1984,1957-06-28,Jersey City,New Jersey,Duke University,16th overall,1st round,Philadelphia 76ers,1979
2439,Dick Surhoff,2,1953,1954,1929-11-16,Union City,New Jersey,Long Island University,,1952 NBA Draf,New York Knicks,
2440,Brian Taylor,10,1973,1982,1951-06-09,Perth Amboy,New Jersey,Princeton University,23rd overall,2nd round,Seattle SuperSonics,1972
2441,Tyshawn Taylor,2,2013,2014,1990-04-12,Hoboken,New Jersey,University of Kansas,41st overall,2nd round,Portland Trail Blazers,2012
2442,Tim Thomas,13,1998,2010,1977-02-26,Paterson,New Jersey,Villanova University,7th overall,1st round,New Jersey Nets,1997
2443,Billy Thompson,6,1987,1992,1963-12-01,Camden,New Jersey,University of Louisville,19th overall,1st round,Atlanta Hawks,1986
2444,Jason Thompson,8,2009,2016,1986-07-21,Camden,New Jersey,Rider University,12th overall,1st round,Sacramento Kings,2008
2445,Karl-Anthony Towns,7,2016,2022,1995-11-15,Edison,New Jersey,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015
2446,Kelly Tripucka,10,1982,1991,1959-02-16,Glen Ridge,New Jersey,University of Notre Dame,12th overall,1st round,Detroit Pistons,1981
2447,Butch van Breda Kolff,4,1947,1950,1922-10-28,Glen Ridge,New Jersey,New York University,,,,
2448,Bob Verga,6,1968,1974,1945-09-07,Neptune,New Jersey,Duke University,25th overall,3rd round,St. Louis Hawks,1967
2449,Dajuan Wagner,4,2003,2007,1983-02-04,Camden,New Jersey,University of Memphis,6th overall,1st round,Cleveland Cavaliers,2002
2450,Milt Wagner,2,1988,1991,1963-02-20,Camden,New Jersey,University of Louisville,35th overall,2nd round,Dallas Mavericks,1986
2451,Jameel Warney,1,2018,2018,1994-01-31,New Brunswick,New Jersey,Stony Brook University,,,,
2452,Darryl Watkins,2,2008,2012,1984-11-08,Paterson,New Jersey,Syracuse University,,,,
2453,Elnardo Webster,1,1972,1972,1948-03-06,Jersey City,New Jersey,Saint Peter's College,54th overall,4th round,New York Knicks,1969
2454,David West,15,2004,2018,1980-08-29,Teaneck,New Jersey,Xavier University,18th overall,1st round,New Orleans Hornets,2003
2455,Clinton Wheeler,2,1988,1989,1959-10-27,Neptune,New Jersey,William Paterson University,150th overall,7th round,Kansas City Kings,1981
2456,Eric Williams,12,1996,2007,1972-07-17,Newark,New Jersey,Providence College,14th overall,1st round,Boston Celtics,1995
2457,Jay Williams,1,2003,2003,1981-09-10,Plainfield,New Jersey,Duke University,2nd overall,1st round,Chicago Bulls,2002
2458,Bill Willoughby,8,1976,1984,1957-05-20,Englewood,New Jersey,,19th overall,2nd round,Atlanta Hawks,1975
2459,Garry Witts,1,1982,1982,1959-07-03,Elizabeth,New Jersey,College of the Holy Cross,103rd overall,5th round,Washington Bullets,1981
2460,Lonnie Wright,5,1968,1972,1945-01-23,Newark,New Jersey,Colorado State University,54th overall,6th round,St. Louis Hawks,1966
2461,Luther Wright,1,1994,1994,1971-09-22,Jersey City,New Jersey,Seton Hall University,18th overall,1st round,Utah Jazz,1993
2462,Bill Bridges,13,1963,1975,1939-04-04,Hobbs,New Mexico,University of Kansas,32nd overall,3rd round,Chicago Packers,1961
2463,Cedric Jackson,1,2010,2010,1986-03-05,Alamogordo,New Mexico,"St. John's University, Cleveland State University",,,,
2464,Damion James,4,2011,2014,1987-10-07,Hobbs,New Mexico,University of Texas at Austin,24th overall,1st round,Atlanta Hawks,2010
2465,Alex Kirk,1,2015,2015,1991-11-14,Los Alamos,New Mexico,University of New Mexico,,,,
2466,Matt Othick,1,1993,1993,1969-03-16,Clovis,New Mexico,University of Arizona,,,,
2467,Andre Roberson,7,2014,2021,1991-12-04,Las Cruces,New Mexico,University of Colorado,26th overall,1st round,Minnesota Timberwolves,2013
2468,Rudy White,5,1976,1981,1953-06-23,Silver City,New Mexico,Arizona State University,47th overall,3rd round,Houston Rockets,1975
2469,Zaid Abdul-Aziz,10,1969,1978,1946-04-07,Brooklyn,New York,Iowa State University,5th overall,1st round,Cincinnati Royals,1968
2470,Kareem Abdul-Jabbar,20,1970,1989,1947-04-16,New York,New York,"University of California, Los Angeles",1st overall,1st round,Milwaukee Bucks,1969
2471,Don Ackerman,1,1954,1954,1930-09-04,New York,New York,Long Island University,1953 NBA Draft,2nd roun,New York Knicks,
2472,Rawle Alkins,1,2019,2019,1997-10-29,Brooklyn,New York,University of Arizona,,,,
2473,Derrick Alston,3,1995,1997,1972-08-20,Bronx,New York,Duquesne University,33rd overall,2nd round,Philadelphia 76ers,1994
2474,Rafer Alston,11,2000,2010,1976-07-24,New York,New York,"California State University, Fresno",39th overall,2nd round,Milwaukee Bucks,1998
2475,Jose Alvarado,1,2022,2022,1998-04-12,Brooklyn,New York,,,,,
2476,Andrew Anderson,3,1968,1970,1945-07-06,Buffalo,New York,Canisius College,88th overall,8th round,Boston Celtics,1967
2477,Kenny Anderson,14,1992,2005,1970-10-09,Queens,New York,Georgia Institute of Technology,2nd overall,1st round,New Jersey Nets,1991
2478,Carmelo Anthony,19,2004,2022,1984-05-29,Brooklyn,New York,Syracuse University,3rd overall,1st round,Denver Nuggets,2003
2479,Tiny Archibald,13,1971,1984,1948-09-02,New York,New York,University of Texas at El Paso,19th overall,2nd round,Cincinnati Royals,1970
2480,Joe Arlauckas,1,1988,1988,1965-07-20,Rochester,New York,Niagara University,74th overall,4th round,Sacramento Kings,1987
2481,Hilton Armstrong,6,2007,2014,1984-11-11,Peekskill,New York,University of Connecticut,12th overall,1st round,New Orleans/Oklahoma City Hornets,2006
2482,Jesse Arnelle,1,1956,1956,1933-12-30,New Rochelle,New York,Pennsylvania State University,13th overall,2nd round,Fort Wayne Pistons,1955
2483,Johnny Bach,1,1949,1949,1924-07-10,Brooklyn,New York,Fordham University,,1948 BAA Draf,Boston Celtics,
2484,Renaldo Balkman,6,2007,2012,1984-07-14,Staten Island,New York,University of South Carolina,20th overall,1st round,New York Knicks,2006
2485,Mo Bamba,4,2019,2022,1998-05-12,Harlem,New York,,,,,
2486,Erick Barkley,2,2001,2002,1978-02-21,Queens,New York,St. John's University,28th overall,1st round,Portland Trail Blazers,2000
2487,Andre Barrett,4,2005,2008,1982-02-21,Bronx,New York,Seton Hall University,,,,
2488,Brent Barry,14,1996,2009,1971-12-31,Hempstead,New York,Oregon State University,15th overall,1st round,Denver Nuggets,1995
2489,Ed Bartels,2,1950,1951,1925-10-08,New York,New York,North Carolina State University,,,,
2490,Eddie Basden,1,2006,2006,1983-02-15,New York,New York,University of North Carolina at Charlotte,,,,
2491,Ron Behagen,7,1974,1980,1951-01-14,New York,New York,University of Minnesota,7th overall,1st round,Kansas City-Omaha Kings,1973
2492,Walter Berry,3,1987,1989,1964-05-14,New York,New York,St. John's University,14th overall,1st round,Portland Trail Blazers,1986
2493,Wesley Bialosuknia,1,1968,1968,1945-06-08,Poughkeepsie,New York,University of Connecticut,37th overall,4th round,St. Louis Hawks,1967
2494,Al Bianchi,10,1957,1966,1932-03-26,Long Island City,New York,Bowling Green State University,18th overall,2nd round,Minneapolis Lakers,1954
2495,Joe Binion,1,1987,1987,1961-03-26,Rochester,New York,North Carolina Agricultural and Technical State University,57th overall,3rd round,San Antonio Spurs,1984
2496,James Blackwell,1,1995,1995,1968-02-25,Mount Kisco,New York,Dartmouth College,,,,
2497,Antonio Blakeney,2,2018,2019,1996-10-04,Watertown,New York,Louisiana State University,,,,
2498,Andray Blatche,9,2006,2014,1986-08-22,Syracuse,New York,,49th overall,2nd round,Washington Wizards,2005
2499,Mike Bloom,2,1948,1949,1915-01-14,New York,New York,Temple University,,,,
2500,Mark Blount,9,2001,2009,1975-11-30,Dobbs Ferry,New York,University of Pittsburgh,54th overall,2nd round,Seattle SuperSonics,1997
2501,Bill Bolger,1,1954,1954,1931-08-21,New York,New York,Georgetown University,,1953 NBA Draf,Milwaukee Hawks,
2502,Curtis Borchardt,2,2004,2005,1980-09-13,Buffalo,New York,Stanford University,18th overall,1st round,Orlando Magic,2002
2503,Jim Bostic,1,1978,1978,1953-01-28,Brooklyn,New York,New Mexico State University,139th overall,8th round,Kansas City Kings,1975
2504,James Bouknight,1,2022,2022,2000-09-18,Brooklyn,New York,,,,,
2505,Harry Boykoff,2,1950,1951,1922-07-24,Brooklyn,New York,St. John's University,,,,
2506,Steve Bracey,3,1973,1975,1950-08-01,Brooklyn,New York,University of Tulsa,21st overall,2nd round,Atlanta Hawks,1972
2507,Elton Brand,17,2000,2016,1979-03-11,Cortlandt Manor,New York,Duke University,1st overall,1st round,Chicago Bulls,1999
2508,Jim Brasco,1,1953,1953,1931-02-03,Brooklyn,New York,New York University,,1952 NBA Draf,Syracuse Nationals,
2509,Carl Braun,13,1948,1962,1927-09-25,Brooklyn,New York,Colgate University,,,,
2510,Pete Brennan,1,1959,1959,1936-09-23,Brooklyn,New York,University of North Carolina,4th overall,1st round,New York Knicks,1958
2511,Tom Brennan,1,1955,1955,1930-08-06,Brooklyn,New York,Villanova University,and Philadelphia Warriors,1952 NBA Draf,Philadelphia Warriors,8th 
2512,Frank Brickowski,12,1985,1997,1959-08-14,Bayville,New York,Pennsylvania State University,57th overall,3rd round,New York Knicks,1981
2513,Aud Brindley,1,1947,1947,1923-12-31,Mineola,New York,Dartmouth College,,,,
2514,Dave Britton,1,1981,1981,1958-08-29,New York,New York,Texas A&M University,57th overall,3rd round,Dallas Mavericks,1980
2515,Chucky Brown,13,1990,2002,1968-02-29,New York,New York,North Carolina State University,43rd overall,2nd round,Cleveland Cavaliers,1989
2516,Damone Brown,4,2002,2005,1979-06-28,Buffalo,New York,Syracuse University,37th overall,2nd round,Philadelphia 76ers,2001
2517,Ernest Brown,1,2002,2002,1979-05-17,Bronx,New York,Indian Hills Community College,52nd overall,2nd round,Miami Heat,2000
2518,Larry Brown,5,1968,1972,1940-09-14,Brooklyn,New York,University of North Carolina,55th overall,7th round,Baltimore Bullets,1963
2519,Moses Brown,3,2020,2022,1999-10-13,New York,New York,,,,,
2520,Roger Brown,8,1968,1975,1942-05-22,Brooklyn,New York,University of Dayton,,,,
2521,George Bruns,1,1973,1973,1946-08-30,Brooklyn,New York,Manhattan College,,,,
2522,Rick Brunson,9,1998,2006,1972-06-14,Syracuse,New York,Temple University,,,,
2523,Thomas Bryant,5,2018,2022,1997-07-31,Rochester,New York,Indiana University,42nd overall,2nd round,Utah Jazz,2017
2524,George Bucci,1,1976,1976,1953-07-09,Cornwall,New York,Manhattan College,52nd overall,3rd round,Buffalo Braves,1975
2525,Dick Bunt,1,1953,1953,1930-07-13,Queens,New York,New York University,,1952 NBA Draf,New York Knicks,
2526,Steve Burtt,4,1985,1993,1962-11-05,New York,New York,Iona College,30th overall,2nd round,Golden State Warriors,1984
2527,Marty Byrnes,4,1979,1983,1956-04-30,Syracuse,New York,Syracuse University,19th overall,1st round,Phoenix Suns,1978
2528,Rick Carlisle,5,1985,1990,1959-10-27,Ogdensburg,New York,"University of Maine, University of Virginia",70th overall,3rd round,Boston Celtics,1984
2529,George Carter,8,1968,1976,1944-01-10,Buffalo,New York,St. Bonaventure University,81st overall,8th round,Detroit Pistons,1967
2530,Reggie Carter,2,1981,1982,1957-10-10,New York,New York,"University of Hawaii, St. John's University",27th overall,2nd round,New York Knicks,1979
2531,Troy Caupain,1,2019,2019,1995-11-29,New York,New York,University of Cincinnati,,,,
2532,Duane Causwell,11,1991,2001,1968-05-31,Queens Village,New York,Temple University,18th overall,1st round,Sacramento Kings,1990
2533,Tyler Cavanaugh,2,2018,2019,1994-02-09,Syracuse,New York,George Washington University,,,,
2534,Al Cervi,4,1950,1953,1917-02-12,Buffalo,New York,,,,,
2535,Lionel Chalmers,1,2005,2005,1980-11-10,Albany,New York,Xavier University,33rd overall,2nd round,Los Angeles Clippers,2004
2536,Justin Champagnie,1,2022,2022,2001-06-29,Brooklyn,New York,,,,,
2537,Lorenzo Charles,1,1986,1986,1963-11-25,Brooklyn,New York,North Carolina State University,41st overall,2nd round,Atlanta Hawks,1985
2538,Derrick Chievous,3,1989,1991,1967-07-03,New York,New York,University of Missouri,16th overall,1st round,Houston Rockets,1988
2539,Fred Christ,1,1955,1955,1930-08-06,Glendale,New York,Fordham University,,,,
2540,Stephen Chubin,3,1968,1970,1944-02-08,New York,New York,University of Rhode Island,23rd overall,3rd round,San Francisco Warriors,1966
2541,Speedy Claxton,7,2002,2009,1978-05-08,Queens,New York,Hofstra University,20th overall,1st round,Philadelphia 76ers,2000
2542,Jimmy Collins,2,1971,1972,1946-11-24,Syracuse,New York,New Mexico State University,11th overall,1st round,Chicago Bulls,1970
2543,Ed Conlin,7,1956,1962,1933-09-02,Brooklyn,New York,Fordham University,5th overall,1st round,Syracuse Nationals,1955
2544,Marty Conlon,9,1992,2000,1968-01-19,Bronx,New York,Providence College,,,,
2545,Chuck Connors,2,1947,1948,1921-04-10,Brooklyn,New York,Seton Hall University,,,,
2546,Omar Cook,2,2004,2005,1982-01-28,Brooklyn,New York,St. John's University,32nd overall,2nd round,Orlando Magic,2001
2547,Ray Corley,3,1950,1953,1928-01-14,Staten Island,New York,,,,,
2548,Larry Costello,12,1955,1968,1931-07-02,Minoa,New York,Niagara University,12th overall,2nd round,Philadelphia Warriors,1954
2549,Bob Cousy,14,1951,1970,1928-08-09,New York,New York,College of the Holy Cross,3rd overall,1st round,Tri-Cities Blackhawks,1950
2550,Freddie Crawford,5,1967,1971,1941-12-23,New York,New York,St. Bonaventure University,63rd overall,8th round,New York Knicks,1963
2551,Charlie Criss,8,1978,1985,1948-11-06,Valhalla,New York,New Mexico State University,,,,
2552,Billy Cunningham,11,1966,1976,1943-06-03,Brooklyn,New York,University of North Carolina,5th overall,1st round,Philadelphia 76ers,1965
2553,Lloyd Daniels,5,1993,1998,1967-09-04,Brooklyn,New York,Mount San Antonio College,,,,
2554,Charlie Davis,3,1972,1974,1949-09-07,New York,New York,Wake Forest University,120th overall,8th round,Cleveland Cavaliers,1971
2555,Mel Davis,4,1974,1977,1950-11-09,New York,New York,St. John's University,14th overall,1st round,New York Knicks,1973
2556,Mike Davis,4,1970,1973,1946-07-26,Brooklyn,New York,Virginia Union University,14th overall,1st round,Baltimore Bullets,1969
2557,Terry Dehere,6,1994,1999,1971-09-12,New York,New York,Seton Hall University,13th overall,1st round,Los Angeles Clippers,1993
2558,Red Dehnert,1,1947,1947,1924-01-24,New York,New York,Columbia University,,,,
2559,Joe DePre,3,1971,1973,1947-12-19,Westbury,New York,St. John's University,29th overall,2nd round,Phoenix Suns,1970
2560,Dave Deutsch,1,1967,1967,1945-05-13,Brooklyn,New York,University of Rochester,98th overall,12th round,New York Knicks,1966
2561,Hank DeZonie,1,1951,1951,1922-02-12,New York,New York,Clark Atlanta University,,,,
2562,Hamidou Diallo,4,2019,2022,1998-07-31,Queens,New York,University of Kentucky,45th overall,2nd round,Brooklyn Nets,2018
2563,Connie Dierking,10,1959,1971,1936-10-02,Brooklyn,New York,University of Cincinnati,5th overall,1st round,Syracuse Nationals,1958
2564,Ike Diogu,6,2006,2012,1983-09-11,Buffalo,New York,Arizona State University,9th overall,1st round,Golden State Warriors,2005
2565,Fred Diute,1,1955,1955,1929-01-09,Binghamton,New York,St. Bonaventure University,27th overall,3rd round,Rochester Royals,1951
2566,Joe Dolhon,2,1950,1951,1927-07-09,Yonkers,New York,New York University,,,,
2567,Billy Donovan,1,1988,1988,1965-05-30,Rockville Centre,New York,Providence College,68th overall,3rd round,Utah Jazz,1987
2568,Quincy Douby,3,2007,2009,1984-05-16,Brooklyn,New York,Rutgers University,19th overall,1st round,Sacramento Kings,2006
2569,Sonny Dove,5,1968,1972,1945-08-16,Brooklyn,New York,St. John's University,4th overall,1st round,Detroit Pistons,1967
2570,Danny Doyle,1,1963,1963,1940-02-06,Long Island City,New York,Belmont Abbey College,44th overall,5th round,Detroit Pistons,1961
2571,Andre Drummond,10,2013,2022,1993-08-10,Mount Vernon,New York,University of Connecticut,9th overall,1st round,Detroit Pistons,2012
2572,Dick Duckett,1,1958,1958,1933-03-25,Brooklyn,New York,St. John's University,9th overall,2nd round,Cincinnati Royals,1957
2573,Bob Duffy,3,1963,1965,1940-09-26,Cold Spring,New York,Colgate University,10th overall,2nd round,St. Louis Hawks,1962
2574,Walter Dukes,8,1956,1963,1930-06-23,Rochester,New York,Seton Hall University,,1953 NBA Draft,New York Knicks,
2575,Mike Dunleavy,11,1977,1990,1954-03-21,Brooklyn,New York,University of South Carolina,99th overall,6th round,Philadelphia 76ers,1976
2576,Dennis DuVal,2,1975,1976,1952-03-31,Westbury,New York,Syracuse University,30th overall,2nd round,Washington Bullets,1974
2577,Cleanthony Early,2,2015,2016,1991-04-17,Middletown,New York,Wichita State University,34th overall,2nd round,New York Knicks,2014
2578,Devin Ebanks,3,2011,2013,1989-10-28,Queens,New York,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010
2579,Franklin Edwards,7,1982,1988,1959-02-02,New York,New York,Cleveland State University,22nd overall,1st round,Philadelphia 76ers,1981
2580,Mario Elie,11,1991,2001,1963-11-26,New York,New York,American International College,160th overall,7th round,Milwaukee Bucks,1985
2581,Leroy Ellis,14,1963,1976,1940-03-10,Far Rockaway,New York,St. John's University,6th overall,1st round,Los Angeles Lakers,1962
2582,Len Elmore,10,1975,1984,1952-03-28,New York,New York,University of Maryland,13th overall,1st round,Washington Bullets,1974
2583,Bo Erias,1,1958,1958,1932-07-30,Astoria,New York,Niagara University,43rd overall,5th round,Rochester Royals,1954
2584,Julius Erving,16,1972,1987,1950-02-22,Roosevelt,New York,University of Massachusetts Amherst,12th overall,1st round,Milwaukee Bucks,1972
2585,Johnny Ezersky,3,1948,1950,1922-03-21,New York,New York,University of Rhode Island,,1947 BAA Draf,Boston Celtics,
2586,Phil Farbman,1,1949,1949,1924-04-03,Brooklyn,New York,City College of New York,,,,
2587,George Feigenbaum,2,1950,1953,1928-07-02,Binghamton,New York,,,,,
2588,Ray Felix,9,1954,1962,1930-12-10,New York,New York,Long Island University,1st overall,1st round,Baltimore Bullets,1953
2589,Al Ferrari,6,1956,1963,1933-07-06,New York,New York,Michigan State University,15th overall,3rd round,St. Louis Hawks,1955
2590,Danny Finn,3,1953,1955,1928-05-29,Brooklyn,New York,St. John's University,,,,
2591,Bob Fitzgerald,2,1947,1949,1923-03-14,Queens,New York,Seton Hall University,,,,
2592,Dick Fitzgerald,2,1947,1948,1920-11-18,Queens,New York,Fordham University,,,,
2593,Jerry Fleishman,5,1947,1953,1922-02-14,Brooklyn,New York,New York University,,,,
